Forager_Word,Found,Original Found,AZ Close Matches
koi,TRUE,FALSE,"kowari, koolie"
koi fish,TRUE,TRUE,"koi fish, oilfish, cobia fish"
komodo dragon,TRUE,TRUE,"komodo dragon, komondor"
kongoni,TRUE,FALSE,bongo
kookaburra,TRUE,FALSE,laughing kookaburra
krait,TRUE,TRUE,"krait, rat, rabbit"
krill,TRUE,TRUE,"krill, gorilla"
kuala,TRUE,FALSE,"koala, skua"
kudu,TRUE,TRUE,kudu
lab,FALSE,FALSE,No close match found
labrador,TRUE,FALSE,"borador, labradoodle, labradane"
labrador retriever,TRUE,TRUE,"labrador retriever, siberian retriever, comfort retriever"
lacewing,TRUE,FALSE,lemming
lady bug,TRUE,FALSE,"ladybug, lace bug"
ladybird,TRUE,FALSE,"lyrebird, ladybug, bird"
ladybird beetle,TRUE,FALSE,"larder beetle, soldier beetle, may beetle"
ladybug,TRUE,TRUE,"ladybug, mealybug, lace bug"
ladyfish,TRUE,TRUE,"ladyfish, lizardfish, toadfish"
lake trout,TRUE,TRUE,"lake trout, sea trout, golden trout"
lake whitefish,TRUE,FALSE,"ocean whitefish, white catfish, lancetfish"
lamb,TRUE,FALSE,"mamba, llama"
lamprey,TRUE,TRUE,lamprey
lamprey eel,TRUE,FALSE,"lamprey, moray eel, larder beetle"
landlocked salmon,TRUE,FALSE,"sockeye salmon, atlantic salmon"
langur,TRUE,FALSE,jaguar
lanternfish,TRUE,FALSE,"lancetfish, anglerfish, angelfish"
lapdog,TRUE,FALSE,dog
lapin,TRUE,FALSE,"sculpin, lion, lion"
lapwing,TRUE,FALSE,flamingo
largemouth bass,TRUE,TRUE,"largemouth bass, smallmouth bass"
lark,TRUE,FALSE,shark
larva,FALSE,FALSE,No close match found
larvae,TRUE,FALSE,labradane
laughing gull,TRUE,FALSE,herring gull
leach,TRUE,FALSE,"loach, leech, glechon"
leaf beetle,TRUE,FALSE,"flea beetle, elephant beetle, may beetle"
leaf insect,TRUE,FALSE,"insect, insects"
leafhopper,TRUE,FALSE,"treehopper, grasshopper"
leatherback,TRUE,FALSE,"waterbuck, natterjack, leatherback sea turtle"
leatherback turtle,TRUE,FALSE,"leatherback sea turtle, eastern box turtle, lineback cattle"
leatherjacket,TRUE,FALSE,"natterjack, leatherback sea turtle"
lechwe,TRUE,FALSE,leech
leech,TRUE,TRUE,"leech, nile perch, glechon"
legless lizard,TRUE,FALSE,"glass lizard, eastern glass lizard, anole lizard"
lemming,TRUE,TRUE,"lemming, flamingo"
lemur,TRUE,TRUE,"lemur, emu"
leopard,TRUE,TRUE,"leopard, leopard cat, snow leopard"
leopard frog,TRUE,TRUE,"leopard frog, leopard, leopard shark"
leopard seal,TRUE,TRUE,"leopard seal, leopard shark, leopard cat"
leopard shark,TRUE,TRUE,"leopard shark, leopard seal, sleeper shark"
leopardess,TRUE,FALSE,"leopard, leopard seal, leopard shark"
lepidopteran,FALSE,FALSE,No close match found
lesser scaup,TRUE,TRUE,"lesser scaup, lesser jacana"
lesser yellowlegs,FALSE,FALSE,No close match found
lhasa apso,TRUE,TRUE,"lhasa apso, lhasapoo"
liger,TRUE,TRUE,"liger, tiger, chigger"
limpet,TRUE,TRUE,"limpet, linnet"
lingcod,TRUE,FALSE,"olingo, flamingo, dingo"
linnet,TRUE,TRUE,"linnet, limpet, insect"
lion,TRUE,TRUE,"lion, lion, sea lion"
lion cub,TRUE,FALSE,"lion, lion"
lioness,TRUE,FALSE,"lion, lion, lionfish"
lionfish,TRUE,TRUE,"lionfish, clownfish, pinfish"
lions,TRUE,FALSE,"lion, lion, lionfish"
little brown myotis,TRUE,FALSE,little brown bat
lizard,TRUE,TRUE,"lizard, lizardfish, sand lizard"
llama,TRUE,TRUE,llama
loach,TRUE,TRUE,"loach, opah, lowchen"
lobster,TRUE,TRUE,"lobster, oyster, rooster"
locust,TRUE,TRUE,locust
loggerhead,TRUE,FALSE,"loggerhead shrike, copperhead"
loggerhead shrike,TRUE,TRUE,"loggerhead shrike, hammerhead shark, bonnethead shark"
loggerhead turtle,TRUE,FALSE,"loggerhead shrike, sea turtle"
long tailed lizard,TRUE,FALSE,"long-tailed tit, horned lizard, frilled lizard"
long tailed salamander,TRUE,FALSE,"tiger salamander, fire salamander, giant salamander"
longhorn,TRUE,FALSE,pronghorn
longneck,FALSE,FALSE,No close match found
loon,TRUE,FALSE,"lion, lion"
lorikeet,TRUE,TRUE,"lorikeet, cricket"
loris,TRUE,TRUE,"loris, pelagornis, oarfish"
louse,TRUE,FALSE,"mouse, locust, grouse"
lovebird,TRUE,FALSE,"ovenbird, lyrebird, bird"
lugworm,TRUE,FALSE,"worm, glowworm"
lumpfish,TRUE,TRUE,"lumpfish, lungfish, bluefish"
luna moth,TRUE,TRUE,"luna moth, wax moth, puss moth"
lungfish,TRUE,TRUE,"lungfish, lumpfish, lionfish"
lungless salamander,TRUE,FALSE,"tiger salamander, fire salamander, salamander"
lynx,TRUE,TRUE,lynx
lyrebird,TRUE,TRUE,"lyrebird, bird"
macaque,TRUE,TRUE,"macaque, rhesus macaque, macaw"
macaque monkey,TRUE,FALSE,"patas monkey, squirrel monkey, macaque"
macaw,TRUE,TRUE,"macaw, macaque, jackdaw"
mackerel,TRUE,FALSE,"king mackerel, horse mackerel, spanish mackerel"
mackerel tuna,TRUE,FALSE,albacore tuna
madagascar hissing cockroach,TRUE,TRUE,"madagascar hissing cockroach, asian cockroach"
maggot,TRUE,TRUE,"maggot, marmot, agouti"
magpie,TRUE,TRUE,"magpie, meagle, ape"
mahi,TRUE,FALSE,"malchi, mal shi"
mahimahi,FALSE,FALSE,No close match found
maine coon,TRUE,TRUE,"maine coon, cane corso, marine toad"
mako shark,TRUE,FALSE,"lemon shark, salmon shark, pyjama shark"
malamute,TRUE,FALSE,"manatee, maltese, macaque"
malarial mosquito,FALSE,FALSE,No close match found
maleo,TRUE,FALSE,"meagle, mule, mole"
malinois,TRUE,FALSE,belgian malinois
mallard,TRUE,TRUE,mallard
mallee fowl,TRUE,FALSE,marble fox
maltese,TRUE,TRUE,"maltese, maltese mix, malteagle"
maltese terrier,TRUE,FALSE,"manchester terrier, japanese terrier, rat terrier"
mamba,TRUE,TRUE,"mamba, sambar"
mammal,TRUE,FALSE,mamba
mammoth,TRUE,FALSE,"marmot, moth, woolly mammoth"
man,TRUE,FALSE,"human, caiman, birman"
manakin,TRUE,FALSE,takin
manatee,TRUE,TRUE,"manatee, maltese, antelope"
mandrill,TRUE,TRUE,"mandrill, armadillo"
maned wolf,TRUE,TRUE,"maned wolf, red wolf, apennine wolf"
mangabey,TRUE,FALSE,"margay, manatee"
mangrove snapper,TRUE,TRUE,"mangrove snapper, mangrove snake"
manowar,FALSE,FALSE,No close match found
manta,TRUE,FALSE,"ant, manta ray, muntjac"
manta ray,TRUE,TRUE,"manta ray, margay"
mantis,TRUE,FALSE,"danios, cantil, ant"
mantis shrimp,TRUE,FALSE,amano shrimp
marabou,TRUE,FALSE,"caribou, marabou stork"
marabou stork,TRUE,TRUE,marabou stork
mare,TRUE,FALSE,"hare, marmoset"
markhor,TRUE,TRUE,markhor
marlin,TRUE,FALSE,"tamarin, white marlin, somali"
marmoset,TRUE,TRUE,"marmoset, marmot"
marmot,TRUE,TRUE,"marmot, marmoset, madora moth"
marsh harrier,TRUE,FALSE,"harrier, irish terrier, northern harrier"
marsh wren,TRUE,FALSE,"marsh frog, cactus wren"
marsupial,FALSE,FALSE,No close match found
marten,TRUE,FALSE,"pine marten, marmot"
mason bee,TRUE,TRUE,"mason bee, honey bee"
massasauga,TRUE,TRUE,"massasauga, maiasaura"
mastiff,TRUE,TRUE,"mastiff, mastiff mix, bullmastiff"
mastodon,TRUE,FALSE,"mastador, sarkastodon, megalodon"
maverick,FALSE,FALSE,No close match found
mayfly,TRUE,TRUE,"mayfly, fly"
meadow pipit,FALSE,FALSE,No close match found
meadow vole,FALSE,FALSE,No close match found
meadowlark,TRUE,FALSE,eastern meadowlark
mealworm,TRUE,FALSE,"earthworm, mealworm beetle, worm"
mealy bug,TRUE,FALSE,mealybug
mealybug,TRUE,TRUE,"mealybug, ladybug"
medfly,TRUE,FALSE,"mayfly, fly"
medicinal leech,FALSE,FALSE,No close match found
medusa,FALSE,FALSE,No close match found
meerkat,TRUE,TRUE,meerkat
megalodon,TRUE,TRUE,"megalodon, megalania, iguanodon"
menhaden,FALSE,FALSE,No close match found
merganser,TRUE,TRUE,"merganser, meganeura"
merino sheep,TRUE,FALSE,american eel
merlin,TRUE,FALSE,ermine
metazoan,FALSE,FALSE,No close match found
mice,FALSE,FALSE,No close match found
microbe,FALSE,FALSE,No close match found
midge,FALSE,FALSE,No close match found
milch cow,FALSE,FALSE,No close match found
milkfish,TRUE,TRUE,"milkfish, oilfish, sailfish"
milking shorthorn,FALSE,FALSE,No close match found
millipede,TRUE,TRUE,millipede
miniature pinscher,TRUE,TRUE,"miniature pinscher, miniature husky"
miniature pony,TRUE,FALSE,"miniature husky, miniature pinscher"
miniature poodle,TRUE,FALSE,miniature pinscher
miniature schnauzer,TRUE,FALSE,"miniature pinscher, giant schnauzer, parti schnauzer"
mink,TRUE,TRUE,"mink, miki"
minke whale,TRUE,TRUE,"minke whale, fin whale, sei whale"
minnow,FALSE,FALSE,No close match found
minnow fish,TRUE,FALSE,"pompano fish, snook fish, pinfish"
minx,TRUE,FALSE,mink
mirid bug,FALSE,FALSE,No close match found
mistle thrush,TRUE,FALSE,song thrush
mite,TRUE,FALSE,termite
moccasin,TRUE,FALSE,moccasin snake
mockingbird,TRUE,TRUE,"mockingbird, hummingbird"
mojarra,TRUE,TRUE,mojarra
mola,TRUE,FALSE,"mole, saola, molly"
mole,TRUE,TRUE,"mole, vole, mule"
mole rat,TRUE,FALSE,"naked mole rat, mole cricket, polecat"
mollusk,TRUE,TRUE,"mollusk, mouse, molly"
monarch butterfly,TRUE,TRUE,"monarch butterfly, morpho butterfly, owl butterfly"
mongoose,TRUE,TRUE,"mongoose, moose, goose"
monitor,TRUE,FALSE,"nile monitor, nile monitor, lace monitor"
monitor lizard,TRUE,TRUE,"monitor lizard, earless monitor lizard, anole lizard"
monkey,TRUE,TRUE,"monkey, zonkey, donkey"
monkeys,TRUE,FALSE,"monkey, zonkey, donkey"
monkfish,TRUE,TRUE,"monkfish, rockfish, milkfish"
monotreme,FALSE,FALSE,No close match found
monster,TRUE,FALSE,"oyster, gila monster, rooster"
moonfish,TRUE,FALSE,"monkfish, lionfish, bonefish"
moonglow boa,TRUE,TRUE,moonglow boa
moorhen,TRUE,TRUE,"moorhen, moose"
moose,TRUE,TRUE,"moose, mouse, goose"
moray,TRUE,FALSE,"margay, moray eel, mojarra"
moray eel,TRUE,TRUE,"moray eel, may beetle"
mosquito,TRUE,TRUE,mosquito
mosquitofish,TRUE,FALSE,"mosquito, bonito fish, stonefish"
moth,TRUE,TRUE,"moth, io moth, wax moth"
moths,TRUE,FALSE,"moth, io moth"
mouflon,FALSE,FALSE,No close match found
mountain cat,TRUE,FALSE,"mountain cur, mountain feist, mountain beaver"
mountain goat,TRUE,FALSE,"mountain gorilla, mountain lion, mountain feist"
mountain gorilla,TRUE,TRUE,"mountain gorilla, mountain cur, mountain lion"
mountain lion,TRUE,TRUE,"mountain lion, mountain feist, mountain bluebird"
mourning dove,TRUE,TRUE,"mourning dove, mourning gecko, mourning gecko"
mouse,TRUE,TRUE,"mouse, moose, dormouse"
mud dauber,FALSE,FALSE,No close match found
mudskipper,TRUE,TRUE,mudskipper
mule,TRUE,TRUE,"mule, mole, mouse"
mule deer,TRUE,TRUE,"mule deer, musk deer, coues deer"
mules,TRUE,FALSE,"mule, turtles, mole"
mullet,TRUE,FALSE,"mule, mullet fish"
mulloway,FALSE,FALSE,No close match found
muntjac,TRUE,TRUE,muntjac
murre,TRUE,FALSE,mule
muscovy duck,TRUE,TRUE,muscovy duck
musk deer,TRUE,TRUE,"musk deer, sika deer, mule deer"
musk ox,TRUE,FALSE,muskox
musk turtle,TRUE,FALSE,"sea turtle, turtles, muskrat"
muskellunge,TRUE,FALSE,muskellunge (muskie)
muskox,TRUE,TRUE,muskox
muskrat,TRUE,TRUE,"muskrat, krait"
mussel,TRUE,FALSE,mouse
mustang,TRUE,FALSE,tang
mute swan,FALSE,FALSE,No close match found
mutton snapper,TRUE,FALSE,mangrove snapper
myna,TRUE,FALSE,hyena
myna bird,TRUE,TRUE,myna bird
mynah,FALSE,FALSE,No close match found
mynah bird,TRUE,FALSE,myna bird
naked mole rat,TRUE,TRUE,naked mole rat
narwhal,TRUE,TRUE,"narwhal, neanderthal"
nautilus,TRUE,TRUE,nautilus
neanderthal,TRUE,TRUE,"neanderthal, narwhal"
needlefish,TRUE,TRUE,"needlefish, angelfish, chinese paddlefish"
nematode,FALSE,FALSE,No close match found
nematode worm,FALSE,FALSE,No close match found
newt,TRUE,TRUE,"newt, genet"
nightcrawler,TRUE,FALSE,"nightjar, nightingale, night adder"
nightingale,TRUE,TRUE,"nightingale, night snake, knight anole"
nightjar,TRUE,TRUE,"nightjar, night adder"
nilgai,TRUE,TRUE,nilgai
northern bobwhite,TRUE,TRUE,"northern bobwhite, northern harrier, northern potoo"
northern cricket frog,TRUE,FALSE,"northern flicker, northern inuit dog, northern harrier"
northern harrier,TRUE,TRUE,"northern harrier, northern flicker, northern screamer"
northern parula,TRUE,TRUE,"northern parula, northern pintail, northern cardinal"
northern pike,TRUE,FALSE,"northern flicker, northern pintail, northern harrier"
northern pocket gopher,TRUE,FALSE,"northern potoo, northern flicker, northern screamer"
northern shrike,TRUE,FALSE,"northern harrier, northern flicker, northern screamer"
northern snakehead,TRUE,FALSE,"northern water snake, northern screamer, northern fur seal"
nudibranch,TRUE,TRUE,nudibranch
nurse shark,TRUE,TRUE,"nurse shark, reef shark, blue shark"
nuthatch,TRUE,TRUE,nuthatch
nutria,TRUE,TRUE,"nutria, urial"
nyala,TRUE,TRUE,nyala
oarfish,TRUE,TRUE,"oarfish, oscar fish, toadfish"
ocean pout,TRUE,TRUE,"ocean pout, ocean perch"
ocean sunfish,TRUE,FALSE,"green sunfish, redear sunfish, ocean whitefish"
oceanic whitetip shark,TRUE,TRUE,"oceanic whitetip shark, ocean whitefish, great white shark"
ocelot,TRUE,TRUE,"ocelot, avocet"
octopus,TRUE,TRUE,"octopus, arctodus"
okapi,TRUE,TRUE,okapi
olive ridley,TRUE,FALSE,wolverine
omnivore,FALSE,FALSE,No close match found
onion thrips,FALSE,FALSE,No close match found
opah,TRUE,TRUE,"opah, loach"
opossum,TRUE,TRUE,"opossum, possum"
opossum shrimp,TRUE,FALSE,"dinosaur shrimp, opossum"
orang,TRUE,FALSE,"orangutan, tang"
orange roughie,TRUE,FALSE,"orange roughy , orange spider"
orangutan,TRUE,TRUE,"orangutan, yoranian, bornean orangutan"
orangutang,TRUE,FALSE,"orangutan, yoranian, bornean orangutan"
orca,TRUE,FALSE,"goral, coral"
orca whale,TRUE,FALSE,"bowhead whale, sperm whale"
orchard oriole,TRUE,TRUE,"orchard oriole, hooded oriole, golden oriole"
oriole,TRUE,FALSE,"torkie, rottle, poogle"
ormer,TRUE,FALSE,worm
ornithopod,TRUE,FALSE,theropod
ortolan,FALSE,FALSE,No close match found
oryx,TRUE,FALSE,ox
osprey,TRUE,TRUE,"osprey, kouprey"
ostrich,TRUE,TRUE,"ostrich, starfish, ostracod"
ostriches,TRUE,FALSE,ostrich
otter,TRUE,TRUE,"otter, rottle, oyster"
ovenbird,TRUE,TRUE,"ovenbird, bird"
owl,TRUE,TRUE,"owl, olm, cow"
owlet,TRUE,FALSE,"owl, vole, polecat"
ox,TRUE,TRUE,"ox, fox"
oxen,TRUE,FALSE,"ox, doxle"
oyster,TRUE,TRUE,"oyster, rooster, lobster"
oystercatcher,TRUE,FALSE,flycatcher
oysters,TRUE,FALSE,"oyster, rooster, lobster"
pachyderm,FALSE,FALSE,No close match found
packhorse,TRUE,FALSE,"horse, seahorse"
packrat,TRUE,FALSE,"jackrabbit, parakeet, palm rat"
paddlefish,TRUE,TRUE,"paddlefish, chinese paddlefish, needlefish"
pajero,TRUE,FALSE,"parrot, jerboa"
pallass cat,FALSE,FALSE,No close match found
palm civet,TRUE,FALSE,"asian palm civet, masked palm civet, banded palm civet"
palo verde borer,TRUE,FALSE,palo verde beetle
palomino,FALSE,FALSE,No close match found
panda,TRUE,FALSE,"red panda, piranha"
panda bear,TRUE,FALSE,"giant panda bear, polar bear, polar bear"
pangolin,TRUE,TRUE,"pangolin, penguin"
panther,TRUE,TRUE,"panther, panther, pointer"
papillon,TRUE,TRUE,"papillon, papillon mix"
parakeet,TRUE,TRUE,parakeet
parasitic worm,FALSE,FALSE,No close match found
parrot,TRUE,TRUE,"parrot, parrotlet, sparrow"
parrotfish,TRUE,TRUE,"parrotfish, parrot, oarfish"
partridge,TRUE,TRUE,partridge
passerine,TRUE,FALSE,ermine
peacock,TRUE,TRUE,"peacock, peacock bass, peacock spider"
peafowl,TRUE,FALSE,"elf owl, guinea fowl"
peahen,TRUE,FALSE,peagle
pearl oyster,TRUE,FALSE,"sea otter, oyster"
peccary,FALSE,FALSE,No close match found
peckerwood,TRUE,FALSE,oxpecker
pectoral sandpiper,TRUE,FALSE,"upland sandpiper, sandpiper"
pelican,TRUE,TRUE,"pelican, persian, eland"
pembroke welsh corgi,TRUE,TRUE,"pembroke welsh corgi, welsh corgi"
penguin,TRUE,TRUE,"penguin, king penguin, royal penguin"
penis worm,FALSE,FALSE,No close match found
perch,TRUE,FALSE,"perch fish, nile perch"
peregrine,TRUE,FALSE,"peregrine falcon, ermine"
peregrine falcon,TRUE,TRUE,peregrine falcon
periodical cicada,FALSE,FALSE,No close match found
perro,TRUE,FALSE,"parrot, sparrow"
persian cat,TRUE,FALSE,"persian, sand cat, eurasian jay"
person,TRUE,FALSE,"persian, heron, pigeon"
pescador,TRUE,FALSE,"pyrador, pitador, escolar"
petrel,TRUE,FALSE,"kestrel, eel"
pewee,FALSE,FALSE,No close match found
phalarope,FALSE,FALSE,No close match found
pheasant,TRUE,TRUE,"pheasant, persian"
phoenix,FALSE,FALSE,No close match found
pickerel,TRUE,FALSE,"chain pickerel, spanish mackerel, king mackerel"
piffle,FALSE,FALSE,No close match found
pig,TRUE,TRUE,"pig, pug, pigeon"
pigeon,TRUE,TRUE,"pigeon, pig"
pigfish,TRUE,FALSE,"pinfish, pipefish, pike fish"
piggy,TRUE,FALSE,pig
piglet,TRUE,FALSE,"puggle, poogle, pigeon"
pika,TRUE,TRUE,pika
pike,TRUE,FALSE,pika
pike perch,TRUE,FALSE,"nile perch, ocean perch"
pilchard,FALSE,FALSE,No close match found
pileated woodpecker,TRUE,TRUE,"pileated woodpecker, ivory-billed woodpecker, woodpecker"
pill bug,FALSE,FALSE,No close match found
pilot whale,TRUE,FALSE,"sei whale, fin whale, killer whale"
pincher,TRUE,FALSE,"pointer, panther, panther"
pine grosbeak,TRUE,FALSE,"blue grosbeak, evening grosbeak, pine snake"
pine marten,TRUE,TRUE,"pine marten, pied tamarin"
pine siskin,TRUE,TRUE,"pine siskin, pine snake, pine snake"
pinfish,TRUE,TRUE,"pinfish, pipefish, lionfish"
pink bollworm,TRUE,TRUE,pink bollworm
pink salmon,TRUE,TRUE,"pink salmon, king salmon, chinook salmon"
pinniped,FALSE,FALSE,No close match found
pinscher,TRUE,FALSE,"affenpinscher, fisher, german pinscher"
pintail,TRUE,FALSE,snail
pinto horse,FALSE,FALSE,No close match found
pinworm,TRUE,FALSE,"inchworm, worm, pink bollworm"
pipefish,TRUE,TRUE,"pipefish, viperfish, pike fish"
piping plover,FALSE,FALSE,No close match found
pipistrelle,FALSE,FALSE,No close match found
pipit,TRUE,FALSE,chipit
piranha,TRUE,TRUE,"piranha, prawn"
pistol shrimp,FALSE,FALSE,No close match found
pit bull,TRUE,TRUE,pit bull
pit bull terrier,TRUE,FALSE,"bull terrier, miniature bull terrier, american pit bull terrier"
pit viper,TRUE,TRUE,"pit viper, carpet viper, viper"
pitbull,TRUE,FALSE,"pit bull, pocket pitbull"
placental mammal,FALSE,FALSE,No close match found
placoderm,FALSE,FALSE,No close match found
plaice,FALSE,FALSE,No close match found
planaria,FALSE,FALSE,No close match found
plankton,FALSE,FALSE,No close match found
platypus,TRUE,TRUE,platypus
pleco,TRUE,FALSE,"polecat, peacock, glechon"
plesiosaur,TRUE,TRUE,"plesiosaur, pliosaur, spinosaurus"
plover,FALSE,FALSE,No close match found
pochard,FALSE,FALSE,No close match found
pocket gopher,FALSE,FALSE,No close match found
poison dart frog,TRUE,TRUE,poison dart frog
polar,TRUE,FALSE,"polecat, polar bear, polar bear"
polar bear,TRUE,TRUE,"polar bear, polar bear, kodiak bear"
polecat,TRUE,TRUE,"polecat, polacanthus"
pollack,FALSE,FALSE,No close match found
pollock,TRUE,FALSE,pollock fish
pollywog,FALSE,FALSE,No close match found
polo pony,FALSE,FALSE,No close match found
polychaeta,FALSE,FALSE,No close match found
pomeranian,TRUE,TRUE,"pomeranian, pomeranian mix, yoranian"
pompano,TRUE,FALSE,"pompano fish, pomapoo"
pony,FALSE,FALSE,No close match found
pooch,TRUE,FALSE,"poochon, pomchi"
poodle,TRUE,TRUE,"poodle, poogle, whoodle"
popinjay,FALSE,FALSE,No close match found
porbeagle,TRUE,FALSE,"pomeagle, peagle, beagle"
porcupine,TRUE,TRUE,"porcupine, porcupinefish"
porgy,FALSE,FALSE,No close match found
pork,TRUE,FALSE,stork
porpoise,TRUE,FALSE,"tortoise, porcupine, harbor porpoise"
portuguese water dog,TRUE,FALSE,portuguese podengo
possum,TRUE,TRUE,"possum, opossum"
potato beetle,TRUE,TRUE,"potato beetle, stag beetle, goliath beetle"
potbellied pig,FALSE,FALSE,No close match found
potoroo,TRUE,TRUE,"potoroo, potoo"
poultry,FALSE,FALSE,No close match found
pouter,TRUE,FALSE,"pointer, otter, oyster"
prairie cat,TRUE,FALSE,"prairie dog, prairie chicken, prairie rattlesnake"
prairie chicken,TRUE,TRUE,"prairie chicken, silkie chicken, frizzle chicken"
prairie dog,TRUE,TRUE,prairie dog
prairie grouse,TRUE,FALSE,prairie dog
prairie rattlesnake,TRUE,TRUE,"prairie rattlesnake, tiger rattlesnake, aruba rattlesnake"
prairie vole,TRUE,FALSE,"prairie dog, prairie chicken"
prawn,TRUE,TRUE,"prawn, piranha, persian"
praying mantis,TRUE,TRUE,praying mantis
primate,TRUE,FALSE,pine marten
proboscis monkey,TRUE,TRUE,proboscis monkey
pronghorn,TRUE,TRUE,pronghorn
pronghorn antelope,TRUE,FALSE,pronghorn
protists,TRUE,FALSE,"rottsky, parrotfish"
psyllid,FALSE,FALSE,No close match found
ptarmigan,TRUE,FALSE,taipan
pterodactyl,TRUE,TRUE,pterodactyl
pterosaur,TRUE,FALSE,"plesiosaur, phytosaurs, pliosaur"
pubic louse,FALSE,FALSE,No close match found
puff adder,TRUE,TRUE,puff adder
puffer,TRUE,FALSE,"pufferfish, puff adder, pea puffer"
puffer fish,TRUE,FALSE,"pufferfish, perch fish, viperfish"
pufferfish,TRUE,TRUE,"pufferfish, viperfish, suckerfish"
puffin,TRUE,TRUE,puffin
pug,TRUE,TRUE,"pug, puggle, pig"
puggle,TRUE,TRUE,"puggle, raggle, pug"
pullet,TRUE,FALSE,puggle
puma,TRUE,TRUE,"puma, pumi, human"
pumpkinseed,FALSE,FALSE,No close match found
pup,TRUE,FALSE,pug
pupa,TRUE,FALSE,puma
puppy,TRUE,FALSE,"guppy, mudpuppy"
purple finch,TRUE,TRUE,"purple finch, red finch, house finch"
purple gallinule,TRUE,TRUE,"purple gallinule, purple tarantula"
purple marten,TRUE,FALSE,"pine marten, purple tarantula"
puss,FALSE,FALSE,No close match found
pussycat,FALSE,FALSE,No close match found
pygmy chimpanzee,TRUE,FALSE,chimpanzee
pygmy elephant,TRUE,FALSE,elephant
pygmy goat,TRUE,FALSE,"pygora goat, american pygmy goat, pygmy shark"
pygmy marmoset,TRUE,FALSE,marmoset
pygmy sperm whale,TRUE,FALSE,sperm whale
python,TRUE,TRUE,"python, woma python, savu python"
quagga,TRUE,TRUE,quagga
quahog,TRUE,FALSE,"quahog clam, quagga"
quail,TRUE,TRUE,"quail, quetzal, king quail"
queen bee,TRUE,FALSE,queen snake
queenfish,TRUE,FALSE,"lungfish, bluefish, surgeonfish"
quetzal,TRUE,TRUE,"quetzal, quail"
quokka,TRUE,TRUE,quokka
rabbit,TRUE,TRUE,"rabbit, rex rabbit, jackrabbit"
raccoon,TRUE,TRUE,"raccoon, raccoon dog, raccoon dog"
raccoon fox,TRUE,FALSE,"raccoon dog, raccoon dog, raccoon"
racehorse,TRUE,FALSE,"horse, seahorse, racer snake"
racoon,TRUE,FALSE,"raccoon, raccoon dog, raccoon dog"
ragdoll cat,TRUE,FALSE,ragdoll
rainbow lorikeet,TRUE,FALSE,"rainbow shark, rainbow boa, lorikeet"
rainbow smelt,TRUE,FALSE,"rainbow shark, rainbow boa"
rainbow trout,TRUE,FALSE,"rainbow boa, rainbow shark, brook trout"
rainbowfish,TRUE,FALSE,"rainbow shark, sawfish, pinfish"
ram,TRUE,FALSE,rat
raptor,TRUE,FALSE,"oviraptor, microraptor, velociraptor"
rat,TRUE,TRUE,"rat, krait, rabbit"
rat snake,TRUE,FALSE,"rat snakes, cat snake, zebra snake"
rat terrier,TRUE,TRUE,"rat terrier, taco terrier, terrier"
ratite,TRUE,FALSE,"krait, stromatolite, rottle"
raton,TRUE,FALSE,"rat, raccoon"
rattler,TRUE,FALSE,"rottle, rottweiler, rattlesnake"
rattlesnake,TRUE,TRUE,"rattlesnake, tiger rattlesnake, pygmy rattlesnake"
raven,FALSE,FALSE,No close match found
ray,TRUE,FALSE,"rat, margay"
razor clam,TRUE,FALSE,quahog clam
razorback,FALSE,FALSE,No close match found
razorbill,TRUE,FALSE,hornbill
red admiral butterfly,TRUE,FALSE,admiral butterfly
red bellied woodpecker,TRUE,FALSE,"red-bellied woodpecker, ivory-billed woodpecker, pileated woodpecker"
red deer,TRUE,TRUE,"red deer, roe deer, reindeer"
red drum,TRUE,FALSE,"red drum fish, red deer"
red fox,TRUE,TRUE,"red fox, marble fox, bat-eared fox"
red kangaroo,TRUE,FALSE,"tree kangaroo, kangaroo, red panda"
red panda,TRUE,TRUE,red panda
red robin,TRUE,FALSE,"robin, red finch"
red shouldered hawk,TRUE,FALSE,red-shouldered hawk
red snapper,TRUE,FALSE,"mangrove snapper, cubera snapper, tree snake"
red squirrel,TRUE,TRUE,"red squirrel, ground squirrel, squirrel"
red tailed hawk,FALSE,FALSE,No close match found
red winged blackbird,TRUE,FALSE,red-winged blackbird
redbird,TRUE,FALSE,"lyrebird, bird, ovenbird"
redbone,TRUE,FALSE,grebe
redbreast,FALSE,FALSE,No close match found
redbug,TRUE,FALSE,bed bugs
redear,TRUE,FALSE,"eider, roe deer, reindeer"
redfish,TRUE,FALSE,"swordfish, red finch, fish"
redheaded woodpecker,TRUE,FALSE,"red-bellied woodpecker, pileated woodpecker, hairy woodpecker"
redhorse,TRUE,FALSE,"horse, seahorse"
redhorse sucker,TRUE,FALSE,horse mackerel
redpoll,TRUE,FALSE,"ragdoll, red wolf"
redshank,TRUE,FALSE,"reef shark, frilled shark"
redstart,TRUE,TRUE,redstart
redtail,TRUE,FALSE,redstart
redtail hawk,TRUE,FALSE,redtail catfish
redwing,TRUE,FALSE,dingo
reed bunting,TRUE,FALSE,"painted bunting, snow bunting, ortolan bunting"
reef shark,TRUE,TRUE,"reef shark, grey reef shark, nurse shark"
reindeer,TRUE,TRUE,"reindeer, eider, roe deer"
remora,TRUE,FALSE,"seymouria, cormorant"
reptile,FALSE,FALSE,No close match found
