Word,Found,Original Found,Close Matches
souo,True,False,"sou, sous, sour"
soup,True,True,"soup, soups, sup"
spice,True,True,"spice, spices, spiced"
spices,True,True,"spices, spies, spice"
spinach,True,True,"spinach, pinch, spinal"
sprinkle,True,True,"sprinkle, sprinkled, wrinkle"
sprite,True,True,"sprite, sprites, spite"
sprouts,True,True,"sprouts, sprout, spout"
squash,True,True,"squash, squashes, squashed"
steak,True,True,"steak, streak, steaks"
stew,True,True,"stew, strew, sew"
strawberries,True,True,"strawberries, strawberry, raspberries"
strawberry,True,True,"strawberry, strawberries, starry"
stuffing,True,True,"stuffing, snuffing, sufficing"
sub,True,True,"sub, stub, snub"
subway,True,True,"subway, sway, sways"
sucker,True,True,"sucker, suckers, tucker"
suckers,True,True,"suckers, sucker, saucers"
sugar,True,True,"sugar, sugary, sluggard"
sweets,True,True,"sweets, sweet, sweetest"
syrup,True,True,"syrup, sup, stirrup"
tangerines,True,True,"tangerines, strangeness, tragedies"
tart,True,True,"tart, tarts, start"
tea,True,True,"tea, thea, teas"
toast,True,True,"toast, toasts, topmast"
tomato,True,True,"tomato, tomatoes, toto"
tomatoes,True,True,"tomatoes, tomato, tombstones"
tongue,True,True,"tongue, tongues, tongued"
trout,True,True,"trout, trouts, trot"
turkey,True,True,"turkey, turnkey, turkeys"
turnip,True,True,"turnip, turnips, turn"
union,True,True,"union, unison, unions"
vanilla,True,True,"vanilla, villa, mantilla"
veal,True,True,"veal, venal, vel"
vegetable,True,True,"vegetable, vegetables, regrettable"
vegetables,True,True,"vegetables, vegetable, eatables"
venison,True,True,"venison, tenison, vision"
vinegar,True,True,"vinegar, viner, vineyard"
walnut,True,True,"walnut, walnuts, want"
walnuts,True,True,"walnuts, walnut, wants"
water,True,True,"water, watery, waters"
watermelon,True,True,"watermelon, waterman, waterloo"
wheat,True,True,"wheat, what, heat"
wine,True,True,"wine, wines, wince"
wings,True,True,"wings, wrings, swings"
wrap,True,True,"wrap, wrapt, wraps"
wraps,True,True,"wraps, wrap, raps"
yeast,True,True,"yeast, east, years"
albacora leste,False,False,No close match found
alfredo sauce,True,False,alfred's
almond cake,True,False,"almond, pancake, almonds"
almond croissants,False,False,No close match found
almond flour,True,False,"mondetour, almond"
amatriciana,True,False,"patrician, patricians, patricia"
antipasto salad,False,False,No close match found
anzac biscuits,True,False,"biscuits, biscuit, anarchists"
apple slices,True,False,"applies, appliances, leslie's"
apple varieties,True,False,"varieties, proprieties, apprentices"
apple wedges,True,False,"pledges, appendages, wedges"
applesauce cake,False,False,No close match found
arancini,True,False,"prancing, rankin, racing"
arborio rice,True,False,laboratories
artichokes,True,False,"articles, riches, chokes"
artisanal bread,False,False,No close match found
arugula,True,False,"regular, augusta, angular"
avocado,True,False,"advocated, volcano, bravado"
avocados,True,False,"avocations, volcanos, avoids"
bagged lettuce,True,False,lettuce
bagged spinach,True,False,spinach
baguette,True,False,"banquette, babette, butte"
baguettes,True,False,"banquette, gutters, betters"
baked apples,True,False,"dapple, apples"
baked custard,True,False,"custard, bastard, custards"
baked lasagna,False,False,No close match found
baked sweet potatoes,False,False,No close match found
baked ziti,True,False,"banditti, baked"
baking powder,False,False,No close match found
baladi bread,True,False,bladed
banana growers,True,False,"banners, bananas"
banana slices,True,False,bananas
barbacoa,True,False,"barboza, barbara, bareback"
bartlett pear,False,False,No close match found
bean soups,True,False,"soups, beans"
beansprouts,True,False,"sprouts, sprout, beasts"
beaten egg whites,False,False,No close match found
beef bouillon,False,False,No close match found
beef broth,True,False,"froth, broth, berth"
beef noodle soup,False,False,No close match found
beef stew,True,False,"beefsteak, bestow, bereft"
beefsteak tomatoes,True,False,beefsteak
beet greens,True,False,"evergreens, greens, evergreen"
belgian endive,True,False,"believe, belgian"
bell pepper strips,False,False,No close match found
bell peppers,True,False,"peppers, pepper, lepers"
berry,True,True,"berry, verry, terry"
bibb lettuce,True,False,lettuce
bing cherries,True,False,"cherries, cherrie, berries"
birthday cake,True,False,"birthday, birthdays, birthplace"
biscuit cake,True,False,"biscuit, suitcase, biscuits"
blackberry pie,True,False,"blackberries, blackberry, blackie"
blanched almonds,True,False,"lacedaemon, lacedaemonians, blanched"
blanched vegetables,True,False,vegetables
blueberries,True,False,"bleoberis, blackberries, berries"
blueberries raspberries,False,False,No close match found
blueberry,True,False,"bluebeard, blubber, blackberry"
blueberry bagels,False,False,No close match found
bok choi,True,False,broncho
bok choy,True,False,broncho
bolognese sauce,False,False,No close match found
bowtie pasta,False,False,No close match found
boysenberries,True,False,"gooseberries, berries, sentries"
braided challah,False,False,No close match found
bread buns,True,False,"bureaus, reads, readings"
bread dough,True,False,"bradlaugh, brought, breadth"
bread slathered,True,False,"lathered, breathed, breasted"
breadfruit,True,False,"redruth, recruit, breadth"
breads,True,False,"reads, bread, beads"
breakfast burrito,True,False,"breakfast, breakfasting, breakfasts"
breakfast burritos,True,False,"breakfasts, breakfasting, breakfast"
breakfast tacos,True,False,"breakfasts, breakfast, breakfasted"
broccoli,True,False,"morocco, bucolic, broncho"
broccoli florets,False,False,No close match found
broccoli soup,False,False,No close match found
brown sugar,True,False,"browns, browner, brown's"
brownie sundae,True,False,"brownies, brownie, browned"
brussel sprouts,True,False,brussels
brussels sprouts,True,False,brussels
bucatini,True,False,"education, educating, abduction"
buckwheat flour,True,False,buckwheat
bulgur,True,False,"blur, bulge, blurs"
bulgur wheat,True,False,buckwheat
bundt,True,False,"burnt, brunt, bound"
bundt cake,True,False,"undertake, undertakes, undertaker"
burgers,True,False,"burghers, burger, burners"
burghul,True,False,"ghul, burg, burglar"
burrata,True,False,"burr, brat, durrant"
burrito,True,False,"burton, burrow, burros"
burritos,True,False,"burros, burrows, britons"
burritos nachos,False,False,No close match found
butter cream,True,False,"buttered, butter"
butter pats,True,False,"buttercups, utters, butter"
buttercream,True,False,"buttered, butter, uttered"
buttercream frosting,False,False,No close match found
buttered baguette,True,False,butteridge
buttered grits,True,False,"buttered, uttered"
butterhead lettuce,False,False,No close match found
buttermilk,True,True,"buttermilk, butter, butterfly"
butternut pumpkin,False,False,No close match found
butternut squash,False,False,No close match found
cabrito,True,False,"cristo, carton, briton"
cacao pods,True,False,cascades
cakes cupcakes,False,False,No close match found
calamansi,True,False,"claimants, clans, clams"
caldo de res,True,False,"calories, calder, alders"
callaloo,True,False,"halloo, camilla, callous"
camote,True,False,"mote, cote, came"
campbell chicken noodle,False,False,No close match found
candied apple,True,False,"candidate, candied, candide"
canned pineapples,True,False,pineapple
canned soup,True,False,"canned, scanned, candour"
cannellini beans,True,False,carolinians
cantaloupe,True,False,"catalogue, catalogues, catalogued"
cantaloupes,True,False,"catalogues, catalogue, antelopes"
capellini,True,False,"capellan, caplin, capell"
carbonara sauce,True,False,carbonate
carne asada,True,False,"carnes, canada, creased"
carne asada burrito,False,False,No close match found
carne asada burritos,False,False,No close match found
carne asada tacos,False,False,No close match found
carne guisada,True,False,carnegie
carnitas,True,False,"critias, anita's, carts"
carnitas tacos,True,False,carnations
carrot cake,True,False,"carrot, caretaker, partake"
carrot cakes,True,False,"carrots, partakes, carcases"
carrot cucumber,True,False,"cucumber, cucumbers"
carrot onion,True,False,"carrion, crooning, narration"
carrot soup,True,False,"carrots, catsup, carrot"
carrot sticks,True,False,"carrots, chopsticks, artistic"
cashew,True,False,"cashed, shew, chew"
cashew nut,True,False,"chesnut, shewn, chestnut"
cashew nuts,True,False,"chestnuts, casements, chesnut"
cassava,True,False,"casanova, cassandra, cass"
cassava flour,False,False,No close match found
caster sugar,True,False,"castra, castes, canisters"
cavatappi,True,False,cravat
cavatelli,True,False,"cavell, savelli, cavalier"
cavendish,True,True,"cavendish, caverns, candies"
cavendish bananas,True,False,cavendish
cereal,True,False,"cereals, cerebral, real"
ceviche,True,False,"crevice, crevices, evince"
challah,True,False,"allah, callahan, halloa"
challah bread,True,False,"collared, callahan"
chalupa,True,False,"chap, chapman, scalp"
chapati,True,False,"chamati, chaplain, chaplains"
chard,True,False,"hard, char, card"
cheese enchiladas,False,False,No close match found
cheese fries,True,False,"cheeses, hesperides, cemeteries"
cheese ravioli,False,False,No close match found
cheeseburger,True,False,"cheese, cheesacre, burger"
cheesecake,True,False,"chesapeake, cheese, cheesacre"
cherimoyas,True,False,"christmas, cherkis, cherish"
cherry cheesecake,False,False,No close match found
cherry pie,True,False,"cherrie, cherries, cherry"
cherry tomatoes,True,False,tomatoes
chicharrones,True,False,"harmonies, chiron, chicha"
chicken broth,True,False,"chicken, chickens"
chicken burrito,False,False,No close match found
chicken cacciatore,False,False,No close match found
chicken croquettes,False,False,No close match found
chicken flautas,True,False,chickens
chicken lo mein,False,False,No close match found
chicken noodle,True,False,chicken
chicken noodle soup,False,False,No close match found
chicken parmesan,True,False,"parmesan, chinamen, chinaman"
chicken potpie,True,False,"chickie, chicken"
chicken salad,True,False,"chickens, chicken"
chicken sandwich,True,False,"sandwich, chickens"
chicken soup,True,False,"chickens, chicken, chicks"
chicken stew,True,False,"chickens, chicken, chichester"
chicken teriyaki,False,False,No close match found
chickpea flour,False,False,No close match found
chiffon cake,True,False,chiffon
chikoo,True,False,"chinook, chink, chick"
chilaquiles,True,False,"achilles, chills, childless"
chile relleno,True,False,"chillen, chiltern, children"
chilled peaches,True,False,headaches
chimichanga,True,False,"chiming, chicha, chimerical"
chimichangas,True,False,"chiming, criminals, chicha"
chip cookies,True,False,"cookies, chickie, chickens"
chocolate buttercream,False,False,No close match found
chocolate cake,True,False,"chocolate, schoolmate"
chocolate cheesecake,False,False,No close match found
chocolate cupcake,True,False,chocolate
chocolate decadence,False,False,No close match found
chocolate fudge cake,False,False,No close match found
chocolate mousse cake,False,False,No close match found
chocolate shavings,True,False,chocolate
chocolate sprinkles,False,False,No close match found
chopped almonds,False,False,No close match found
chopped broccoli,False,False,No close match found
chopped kale,True,False,"chopped, hopped"
chunky salsa,True,False,"chunky, chunks, chrysalis"
churro,True,False,"hurry, huron, curry"
churros,True,False,"hurons, curios, burros"
cilantro,True,False,"canto, citron, canton"
cinnamon raisin bread,False,False,No close match found
citrus,True,False,"citrinus, coitus, circus"
citrus fruit,False,False,No close match found
clementine,True,False,"clement, cemented, cement"
cling peaches,True,False,"peaches, clinched"
clove flavors,True,False,clover's
coco,True,False,"cocoa, coo, coop"
cocoa,True,True,"cocoa, coca, cocoanut"
cocoa bean,True,False,"ocean, cocoanut, cocoa"
cocoa powder,True,False,"powder, cooper"
coconut,True,False,"cocoanut, cocoanuts, coon"
coconut cake,True,False,"cocoanut, cocoanuts"
coconut pecan,True,False,cocoanut
coconuts,True,False,"cocoanuts, cocoanut, coronets"
coffee bean,True,False,coffee
coffee beans,True,False,coffee
coleslaw,True,False,"collar, olenska, foresaw"
coleslaw dessert,False,False,No close match found
comida,True,False,"coma, coda, comical"
confectioner sugar,True,False,"confectioners, confectioner, confectionery"
cooked pasta,True,False,cooked
coriander soup,True,False,"corners, commanders, cinders"
cornbread,True,False,"cornered, corned, conrad"
cornflour,True,False,"colour, contour, conform"
cornmeal flour,True,False,"cornmeal, counsellor"
cornmeal mixture,True,False,"creature, cornmeal, cornelie"
cornmeal mush,True,False,"cornmeal, cornelius, conceals"
cornstarch,True,False,"starch, construct, constancy"
crab pasta salad,False,False,No close match found
crab rangoon,True,False,"rangoon, rangon"
crab rangoons,True,False,"rangoon, rangon's, dragoons"
cranberry blueberry,False,False,No close match found
cranberry relish,True,False,"cranberries, cranberry"
craw,True,False,"crawl, raw, scrawl"
cream cheese frosting,False,False,No close match found
croissant dough,False,False,No close match found
crude,True,True,"crude, rude, crusade"
crumb cake,True,False,"crumble, crumbles, crumbled"
crumb pie,True,False,"crumble, crumb, crumpled"
crunchy celery,True,False,cruncher
crunchy tacos,False,False,No close match found
crushed tortilla chips,False,False,No close match found
crusty baguette,True,False,statuette
crusty bread,True,False,"crusted, rusted, incrusted"
crusty breads,True,False,"crusted, sweetbreads, custards"
cubed bread,True,False,"cumbered, encumbered, cumberland"
cucumbers radishes,True,False,cucumbers
cuke,True,False,"cue, luke, duke"
cukes,True,False,"jukes, dukes, cures"
cup confectioners sugar,True,False,"confectioners, confectioner, confectionery"
cupcake,True,False,"cake, pancake, clucked"
cupcakes,True,False,"cakes, pancakes, quakes"
curd,True,True,"curd, cured, curds"
curly endive,True,False,"curled, curdie"
curly fries,True,False,"hurries, curried, carries"
cutout cookies,True,False,cookies
daikon radish,False,False,No close match found
dangle carrot,True,False,danglars
dark chocolate ganache,False,False,No close match found
dasheen,True,False,"sheen, ashen, dashes"
deepwater,True,False,"deeper, demeter, underwater"
delicacy shark fin,False,False,No close match found
delicious apple,True,False,"deliciously, delicious, delirious"
delicious apples,True,False,"deliciously, delicious"
desiccated coconut,False,False,No close match found
diced peaches,True,False,"peaches, dispatches, despatches"
diced potatoes,True,False,"potatoes, dictates, dictate"
diced sweet potatoes,False,False,No close match found
dried chillies,False,False,No close match found
durian rambutan,False,False,No close match found
eclair,True,False,"clair, claire, lair"
eggplant parmesan,False,False,No close match found
elote,True,False,"elite, eliot, elate"
elotes,True,False,"helots, lots, relates"
empanada,True,False,"panada, emanated, panama"
enchilada,True,False,"hilda, child, pencilled"
enchiladas,True,False,"childs, pencils, child's"
enriched flour,True,False,enriched
enticement,True,False,"sentiment, sentiments, retirement"
fairy cakes,True,False,"staircases, fairy's, fairies"
faja del orinoco,False,False,No close match found
fajita,True,False,"fait, fatal, faria"
fajitas,True,False,"faiths, faints, fits"
farfalle,True,False,"frale, parallel, farley"
farina,True,False,"faria, marina, faring"
farmhouse cheddar,True,False,"farmhouse, farmhouses"
farro,True,False,"faro, varro, arrow"
fettuccine,True,False,"lettuce, fretting, fetching"
fettuccini alfredo,False,False,No close match found
finely chopped nuts,False,False,No close match found
finely chopped onion,False,False,No close match found
fish tacos,True,False,fists
fishcakes,True,False,"shakes, fishes, fishers"
flake cereals,True,False,cereals
flatbread,True,False,"flared, flattered, flatheads"
flauta,True,False,"flaunt, flat, plata"
flavored microwave popcorn,False,False,No close match found
flours,True,False,"fours, flour, flourish"
focaccia,True,False,"facial, acacia, octavia"
fondant,True,False,"defendant, confidant, font"
fondant cakes,True,False,"pancakes, fondness, finances"
fondant icing,True,False,"dancing, foundation, noticing"
french bread,True,False,"wrenched, forehead, drenched"
french onion soup,False,False,No close match found
fresh figs,True,False,"refreshing, freshening, furnishings"
fresh mozzarella cheese,False,False,No close match found
fresh spinach,True,False,spinach
freshly baked bread,False,False,No close match found
freshly baked loaf,False,False,No close match found
freshly grated cheese,False,False,No close match found
freshly grated parmesan,False,False,No close match found
fried haddock,True,False,haddock
fried onion,True,False,reunion
fried zucchini,False,False,No close match found
frita,True,False,"rita, fruit, fritz"
frittata,True,False,"rita, frigate, fittest"
frosted cake,True,False,frosted
frosted cakes,True,False,"frosted, freckles, forsakes"
frosted cupcakes,False,False,No close match found
frosting,True,False,"roosting, roasting, frothing"
fruitcake,True,False,"fruit, suitcase, rickie"
fudge cake,True,False,fudge
fudge icing,True,False,"depicting, nudging, judging"
fuji apple,True,False,apple
fuji apples,True,False,"apples, ripples, applies"
fusilli,True,False,"fillip, fusillade, sill"
garbanzo bean flour,False,False,No close match found
garlic bread,True,False,"garlic, garbed"
garlic salt,True,False,garlic
gas,True,True,"gas, gasp, gash"
gateau,True,False,"gate, plateau, gateway"
ghee,True,False,"hee, gee, thee"
giardiniera,True,False,"gardiner, gardner, sardinia"
ginger puree,True,False,"interpreter, interpreted, gingerbread"
gingerbread cookies,True,False,gingerbread
gnocchi,True,False,"pinocchio, pinocchio's, notch"
gnocci,True,False,pinocchio
golden delicious apples,False,False,No close match found
gordita,True,False,"gordian, gloria, rita"
gorditas,True,False,"gordian, cordials, rita's"
graham flour,True,False,graham
granary bread,True,False,"granary, gingerbread"
granny smith,True,False,"transmit, ladysmith, granny"
granny smith apples,False,False,No close match found
granny smiths,True,False,"grannis, transmit"
granulated sugar,True,False,granulated
grape tomato,True,False,"tomato, automaton"
grape tomatoes,True,False,tomatoes
grapefruit,True,False,"recruit, refit, recruits"
grated carrots,True,False,carrots
grated cheddar,True,False,cheddar
grated cheese,True,False,grandees
grated coconut,True,False,grandcourt
grated parmesan,True,False,"parmesan, grandparents, gendarmes"
gravenstein apples,False,False,No close match found
green beans,True,False,"greens, greene, greenness"
green leaf lettuce,False,False,No close match found
green onions,True,False,"greenish, pretensions, retention"
green peppers,True,False,"peppers, greenery, creepers"
grilled flatbread,False,False,No close match found
grilled shrimp,True,False,"grilled, friendship"
grupo bimbo sab,False,False,No close match found
